Name,Sub-Location,Address,Telephone,URL,Hours,Listedin,Modes of Payment,Year
 Sai Kids,Selaiyur,"No 7, Netaji Street Ganesh Nagar, Selaiyur, Chennai - 600073, Near Selayur Post Office",['+(91)-44-33026179'],, Monday  - 12:00 am - 11:59 pm || Tuesday  - 12:00 am - 11:59 pm || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 12:00 am - 11:59 pm,Language- Classes- For- English- Conversation- Yoga- Classes- Kindergartens- Dance- Classes- Summer- Camps- Language- Classes- For- Hindi- Drawing- Classes- Music- Classes- Abacus- Classes- Playgroups- more...,,2008
 Euro Kids,Thiruvanmiyur,"No 18, 1st Main Road Kamaraj Nagar West, Thiruvanmiyur, Chennai - 600041, Near Hyundai Showroom","['18002095656', '+(91)-44-33893954']",www.eurokidsindia.com, Monday  - 09:00 am - 02:00 pm || Tuesday  - 09:00 am - 02:00 pm || Wednesday  - 09:00 am - 02:00 pm || Thursday  - 09:00 am - 02:00 pm || Friday  - 09:00 am - 02:00 pm || Saturday  - 10:00 am - 02:00 pm || Sunday  - Closed,Playgroups- Schools- Kindergartens- Primary- Schools- Nursery- Schools,,2013
 Mas Play School,Thoraipakkam,"No 361, Madha Oil Street Okkiyam, Thoraipakkam, Chennai - 600097",['+(91)-44-39610845'],www.masplayschool.com, Monday  - 08:00 am - 08:00 pm || Tuesday  - 08:00 am - 08:00 pm || Wednesday  - 08:00 am - 08:00 pm || Thursday  - 08:00 am - 08:00 pm || Friday  - 08:00 am - 08:00 pm || Saturday  - Closed || Sunday  - Closed,Kindergartens- Playgroups- Nursery- Schools,Cash- Cheques,2014
 Hello Kids CK,Mogappair,"No 338, Mohan Ram Nagar 4th Cross Street, Mogappair, Chennai - 600037, Opposite Balaji Bhavan And Near Saibaba Temple",['+(91)-44-33070674'],www.hellokids.co.in, Monday  - 09:00 am - 02:00 pm || Tuesday  - 09:00 am - 02:00 pm || Wednesday  - 09:00 am - 02:00 pm || Thursday  - 09:00 am - 02:00 pm || Friday  - 09:00 am - 02:00 pm || Saturday  - 09:00 am - 02:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Creche- more...,Cash- Cheques,2014
 Little Millennium,Ashok Nagar,"No 102, 4th Avenue, Ashok Nagar, Chennai - 600083, Opposite To HDFC Bank",['+(91)-44-33028609'],, Monday  - 09:00 am - 07:00 pm || Tuesday  - 09:00 am - 07:00 pm || Wednesday  - 09:00 am - 07:00 pm || Thursday  - 09:00 am - 07:00 pm || Friday  - 09:00 am - 07:00 pm || Saturday  - 09:00 am - 07:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Dance- Classes- For- Bharatnatyam- Dance- Classes- For- Western- Dance- Chess- Coaching- Classes- Dance- Classes- For- Classical- Dance,Cash- Cheques,2011
 Euro Kids,Perambur,"No 39/3, Anandavelu Street, Perambur, Chennai - 600011, Behind Iyyapan Temple",['+(91)-44-33238627'],, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Primary- Schools- Nursery- Schools,Cash,2006
 Little Elly,Perungudi,"No 20, 6th Cross Street Kurinji Nagar, Perungudi, Chennai - 600096, Near Green Acre Apartments",['+(91)-44-33071684'],, Monday  - 09:00 am - 07:00 pm || Tuesday  - 09:00 am - 07:00 pm || Wednesday  - 09:00 am - 07:00 pm || Thursday  - 09:00 am - 07:00 pm || Friday  - 09:00 am - 07:00 pm || Saturday  - 10:00 am - 01:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Creche- Nursery- Schools,,2015
 Vishwa Bharat Vidyasram Preschool,Old Perungalathur,"Plot No 3A, 4th Cross Street Thangaraj Extension, Old Perungalathur, Chennai - 600063, Opposite To Sai Bajan Mandali",['+(91)-44-33070176'],www.vbvschools.com, Monday  - 08:30 am - 09:00 pm || Tuesday  - 08:30 am - 09:00 pm || Wednesday  - 08:30 am - 09:00 pm || Thursday  - 08:30 am - 09:00 pm || Friday  - 08:30 am - 09:00 pm || Saturday  - 08:30 am - 09:00 pm || Sunday  - 08:30 am - 09:00 pm,Kindergartens- Playgroups- Summer- Camps- Nursery- Schools,Cash,2001
 Trinity Academy Of Dance & Music,Keelakattalai,"No 29 E, Medavakkam Main Road, Keelakattalai, Chennai - 600117, Opposite Keelkatalai Bus Stand",['+(91)-44-33891964'],www.trinity-academy.in, Monday  - 08:00 am - 09:00 pm || Tuesday  - 08:00 am - 09:00 pm || Wednesday  - 08:00 am - 09:00 pm || Thursday  - 08:00 am - 09:00 pm || Friday  - 08:00 am - 09:00 pm || Saturday  - 08:00 am - 09:00 pm || Sunday  - 08:00 am - 02:00 pm,Dance- Classes- Language- Classes- For- English- Conversation- Kindergartens- Music- Classes- Drawing- Classes- Abacus- Classes- Day- Care- Centres- Zumba- Classes- Music- Classes- For- Keyboard- Music- Classes- For- Guitar- more...,Cash,2011
 Star Kidze,Sundar Nagar-Ekkaduthangal,"No 106, Sundar Nagar 3rd Street, Sundar Nagar-Ekkaduthangal, Chennai - 600032, Behind Olymbia Tech Park",['+(91)-44-33188986'],www.starkidze.com, Monday  - 09:00 am - 06:30 pm || Tuesday  - 09:00 am - 06:30 pm || Wednesday  - 09:00 am - 06:30 pm || Thursday  - 09:00 am - 06:30 pm || Friday  - 09:00 am - 06:30 pm || Saturday  - Closed || Sunday  - Closed,Playgroups- Kindergartens- Creche,Cash- Cheques,2009
 Little Millennium,Kodambakkam,"No 5/2, 3rd Cross Street United India Colony, Kodambakkam, Chennai - 600024, Near Spencers Daily",['+(91)-44-33049066'],, Monday  - 08:00 am - 08:00 pm || Tuesday  - 08:00 am - 08:00 pm || Wednesday  - 08:00 am - 08:00 pm || Thursday  - 08:00 am - 08:00 pm || Friday  - 08:00 am - 08:00 pm || Saturday  - 08:00 am - 08:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Montessori- Teacher- Training- Institutes- Montessori- Schools- Creche,Cash- Master- Card- Visa- Card- Debit- Cards- Money- Orders- Cheques- Diners- Club- Card- Financing- Available- American- Express- Card- Credit- Card,2009
 Pearl Kids,Anna Nagar,"No P 31, 18th Street, Anna Nagar, Chennai - 600040, Behind K4 Police Station",['+(91)-44-33075262'],www.pearlkidsinternational.com, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - 09:00 am - 06:00 pm,Playgroups- Kindergartens- Day- Care- Centres- Montessori- Schools- Creche- Training- Drawing- Kids- Creche- Hourly,Cash- Master- Card- Visa- Card- Debit- Cards- Money- Orders- Cheques- Diners- Club- Card- Financing- Available- American- Express- Card- Credit- Card,2015
 Green Leaves Kids Play School,Poonamallee,"No 2, M S Nagar, Poonamallee, Chennai - 600056, Backside Padmavathy Nagar",['+(91)-44-33189307'],, Monday  - 08:30 am - 12:30 pm || Tuesday  - 08:30 am - 12:30 pm || Wednesday  - 08:30 am - 12:30 pm || Thursday  - 08:30 am - 12:30 pm || Friday  - 08:30 am - 12:30 pm || Saturday  - Closed || Sunday  - Closed,Playgroups- Kindergartens- Language- Classes- For- English- Summer- Camps- Language- Classes- For- Hindi- Abacus- Classes- Handwriting- Classes- Arts- &- Crafts- Classes- Nursery- Schools- Painting- Classes- more...,Cash- Cheques,2015
 Nandhus Bz Bees,Mogappair East,"No 5/10, Aruthara Street T S Krishna Nagar J J Nagar, Mogappair East, Chennai - 600037, Next To Velammal School",['+(91)-44-39342337'],, Monday  - 08:00 am - 08:00 pm || Tuesday  - 08:00 am - 08:00 pm || Wednesday  - 08:00 am - 08:00 pm || Thursday  - 08:00 am - 08:00 pm || Friday  - 08:00 am - 08:00 pm || Saturday  - 08:00 am - 08:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Creche- Nursery- Schools- Creche- Hourly- more...,Cash- Cheques,2014
 Astra Kids Space Academy,Ramapuram,"Rvr House No 1, 2, 3, Thirumalai Street JAI Balaji Nagar, Ramapuram, Chennai - 600089, Near Amrita Vidhyalaya School",['+(91)-44-33041507'],www.astrakidsspace.in, Monday  - 08:00 am - 08:00 pm || Tuesday  - 08:00 am - 08:00 pm || Wednesday  - 08:00 am - 08:00 pm || Thursday  - 08:00 am - 08:00 pm || Friday  - 08:00 am - 08:00 pm || Saturday  - 08:00 am - 08:00 pm || Sunday  - 08:00 am - 12:00 pm,Playgroups- Yoga- Classes- Kindergartens- Dance- Classes- Music- Classes- Drawing- Classes- Abacus- Classes- Music- Classes- For- Keyboard- Music- Classes- For- Vocal- Karate- Classes- more...,Cash- Cheques,2009
 Euro Kids,Iyyappanthangal,"Plot No 60, 2nd Main Road Vgn Nagar, Iyyappanthangal, Chennai - 600056, Near HDFC Bank",['+(91)-44-33052065'],www.eurokidsindia.com, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 01:30 pm || Sunday  - Closed,Kindergartens- Playgroups- Nursery- Schools,Cash- Cheques,2008
 Little Millennium,Ambattur,"C 47, Thiruvengadam Nagar 2nd Main Road, Ambattur, Chennai - 600053, Near Thiruvengadam Park",['+(91)-44-33069366'],www.littlemillennium.com, Monday  - 07:00 am - 08:00 pm || Tuesday  - 07:00 am - 08:00 pm || Wednesday  - 07:00 am - 08:00 pm || Thursday  - 07:00 am - 08:00 pm || Friday  - 07:00 am - 08:00 pm || Saturday  - 07:00 am - 08:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Montessori- Schools- Creche- Nursery- Schools- Pre- Schools- Activity- Clubs- Mother- Toddler- Activity- Centres,Cash,2005
 First School,Velacheri,"No 2 7th Cross Street, Rajalakshmi Nagar, Velacheri, Chennai - 600042, Near Xcellent Care Hospital",['+(91)-44-33059008'],www.thefirstschool.in, Monday  - 08:00 am - 06:30 pm || Tuesday  - 08:00 am - 06:30 pm || Wednesday  - 08:00 am - 06:30 pm || Thursday  - 08:00 am - 06:30 pm || Friday  - 08:00 am - 06:30 pm || Saturday  - 08:00 am - 06:30 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Day- Care- Centres- Primary- Schools- Creche- Nursery- Schools- Creche- Hourly- more...,Cash- Cheques,2007
 Good Shepherd Montessori School & Day Care,Pallikaranai,"No 1/245, R S Nagar, Pallikaranai, Chennai - 600100, Near K P Oil Mill Bus Stop",['+(91)-44-33763615'],, Monday  - 09:30 am - 07:00 pm || Tuesday  - 09:30 am - 07:00 pm || Wednesday  - 09:30 am - 07:00 pm || Thursday  - 09:30 am - 07:00 pm || Friday  - 09:30 am - 07:00 pm || Saturday  - 09:30 am - 07:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Creche- Montessori- Schools,Cash,2014
 Kidzee,Sithalapakkam,"Plot No 37, Venus Colony Second Street, Sithalapakkam, Chennai - 600126, Ottiyambakkam Main Road Near Venus Colony Park",['+(91)-44-33893923'],, Monday  - 09:00 am - 04:00 pm || Tuesday  - 09:00 am - 04:00 pm || Wednesday  - 09:00 am - 04:00 pm || Thursday  - 09:00 am - 04:00 pm || Friday  - 09:00 am - 04:00 pm || Saturday  - 09:00 am - 04:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Creche- Nursery- Schools- Creche- Hourly,Cash,2016
 Abc Montessori School,Old Perungalathur,"No 4 B, Kannan Avenue 2nd Street Mudichur Road, Old Perungalathur, Chennai - 600063, Near Kaligambal Temple",['+(91)-44-33029830'],www.abcmontessori.com, Monday  - 09:00 am - 12:00 pm || Tuesday  - 09:00 am - 12:00 pm || Wednesday  - 09:00 am - 12:00 pm || Thursday  - 09:00 am - 12:00 pm || Friday  - 09:00 am - 12:00 pm || Saturday  - 05:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,Playgroups- Kindergartens- Day- Care- Centres- Montessori- Teacher- Training- Institutes- Montessori- Schools,,2006
 Early Steps,Gowrivakkam,"No 6, Gurusamy Nagar, Gowrivakkam, Chennai - 600073, Near To Boaz School",['+(91)-44-33072218'],www.earlystepsschool.com, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - Closed,Day- Care- Centres- Kindergartens- Tailoring- Classes- Dance- Classes- Playgroups- Hindi- Tutorials- Arts- &- Crafts- Classes- Embroidery- Classes- Creche- Dance- Classes- For- Children- more...,Cash,2013
 Tiny Fingers Playschool,Chrompet,"No 1, Arcot Jambulingam Road Radha Nagar, Chrompet, Chennai - 600044, Near By Irt Polytechnic College",['+(91)-44-33890476'],www.tinyfingers.in, Monday  - 12:00 am - 11:59 pm || Tuesday  - 12:00 am - 11:59 pm || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 12:00 am - 11:59 pm,Playgroups- Kindergartens- Day- Care- Centres- Handwriting- Classes- Dance- Classes- For- Western- Dance- Arts- &- Crafts- Classes- Montessori- Schools- Creche- Nursery- Schools- Dance- Classes- For- Children- more...,Cash- Cheques,2015
 Annai Violet International School,Ambattur,"No 11, Red Hills Road, Ambattur, Chennai - 600053, Anna Anadhi Illam Pudur",['+(91)-44-33052195'],www.violetcbse.in, Monday  - 08:30 am - 05:00 am || Tuesday  - 08:30 am - 05:00 am || Wednesday  - 08:30 am - 05:00 am || Thursday  - 08:30 am - 05:00 am || Friday  - 08:30 am - 05:00 am || Saturday  - 08:30 am - 05:00 am || Sunday  - Closed,CBSE- Schools- Kindergartens- Boarding- Schools- International- Schools- CBSE- Boarding- Schools- Boys- Boarding- Schools- CBSE- Boarding- Schools- For- Girls- CBSE- Boarding- Schools- For- Boys,Cash- Cheques,2013
 Kidoz Montessori And Preschool,Pallikaranai,"No 26 Ganapathypuram, 1st Street, Pallikaranai, Chennai - 600100, Near Reliance Trends Tata Motors",['+(91)-44-39977296'],, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 12:00 pm || Sunday  - 09:00 am - 12:00 pm,Kindergartens- Playgroups- Day- Care- Centres- Montessori- Schools- Creche- Nursery- Schools,Cash- Cheques,2014
 Little Angels Play School,T Nagar,"No 13/7, Balaji Avenue Second Street Thirumalai Road, T Nagar, Chennai - 600017, Opposite To Vidyodaya School",['+(91)-44-39610871'],www.littleangels.in, Monday  - 09:00 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 01:30 pm || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Summer- Camps- Music- Classes- For- Keyboard- Dance- Classes- For- Bharatnatyam- Chess- Coaching- Classes- Music- Classes- For- Vocal- Carnatic- Creche- Tutorials- For- Maths- more...,Cash,1999
 Little Lollypopz Pre School,Kamaraja Nagar,"No 28, Raman Street Nandhavana Mettur, Kamaraja Nagar, Chennai - 600071, Nearby Karumariamman Temple","['9841326465', '+(91)-8754490100', '+(91)-9841326465']",www.littlelollypopzpreschool.com, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - Closed,Playgroups- Kindergartens- Primary- Schools,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,2010
 Tiny Fingers Playschool,Chrompet,"No 1, Arcot Jambulingam Road Radha Nagar, Chrompet, Chennai - 600044, Near By Irt Polytechnic College",['+(91)-44-33890476'],www.tinyfingers.in, Monday  - 12:00 am - 11:59 pm || Tuesday  - 12:00 am - 11:59 pm || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 12:00 am - 11:59 pm,Playgroups- Kindergartens- Day- Care- Centres- Handwriting- Classes- Dance- Classes- For- Western- Dance- Arts- &- Crafts- Classes- Montessori- Schools- Creche- Nursery- Schools- Dance- Classes- For- Children- more...,Cash- Cheques,2015
 Little Millennium,Choolaimedu,"No 9/23, Shanmuganar Salai Sakthi Nagar, Choolaimedu, Chennai - 600094, Near Gill Nagar Park",['+(91)-44-33023044'],, Monday  - 07:00 am - 09:00 pm || Tuesday  - 07:00 am - 09:00 pm || Wednesday  - 07:00 am - 09:00 pm || Thursday  - 07:00 am - 09:00 pm || Friday  - 07:00 am - 09:00 pm || Saturday  - 07:00 am - 09:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Montessori- Schools- Creche- Creche- Hourly- more...,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,2009
 Buds To Blossoms Play School,Selaiyur,"Plot No 28, Silapathigaram Street Ganesh Nagar, Selaiyur, Chennai - 600073, Near Realiance Fresh",['+(91)-44-39341707'],, Monday  - 08:00 am - 08:00 pm || Tuesday  - 08:00 am - 08:00 pm || Wednesday  - 08:00 am - 08:00 pm || Thursday  - 08:00 am - 08:00 pm || Friday  - 08:00 am - 08:00 pm || Saturday  - 08:00 am - 08:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Creche- Nursery- Schools,,2012
 Good Shepherd Montessori School & Day Care,Pallikaranai,"No 1/245, R S Nagar, Pallikaranai, Chennai - 600100, Near K P Oil Mill Bus Stop",['+(91)-44-33763615'],, Monday  - 09:30 am - 07:00 pm || Tuesday  - 09:30 am - 07:00 pm || Wednesday  - 09:30 am - 07:00 pm || Thursday  - 09:30 am - 07:00 pm || Friday  - 09:30 am - 07:00 pm || Saturday  - 09:30 am - 07:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Creche- Montessori- Schools,Cash,2014
 Global Gateway Chennai Champs,Valasaravakkam,"No 137, Cholan Street Alwarthirunagar, Valasaravakkam, Chennai - 600087, Opposite Megamart",['+(91)-44-39342399'],, Monday  - 08:30 am - 05:00 pm || Tuesday  - 08:30 am - 05:00 pm || Wednesday  - 08:30 am - 05:00 pm || Thursday  - 08:30 am - 05:00 pm || Friday  - 08:30 am - 05:00 pm || Saturday  - 08:30 am - 02:30 pm || Sunday  - Closed,Playgroups- Kindergartens- Music- Classes- Day- Care- Centres- Summer- Camps- Handwriting- Classes- Montessori- Teacher- Training- Institutes- Dance- Classes- For- Western- Dance- Chess- Coaching- Classes- Arts- &- Crafts- Classes- more...,Cash- Cheques,2009
 Sprouts International Pre School,Madipakkam,"No 825B, 3rd Main Road Ram Nagar South, Madipakkam, Chennai - 600091, Behind Total Gas",['+(91)-44-33058528'],, Monday  - 08:00 am - 04:30 pm || Tuesday  - 08:00 am - 04:30 pm || Wednesday  - 08:00 am - 04:30 pm || Thursday  - 08:00 am - 04:30 pm || Friday  - 08:00 am - 04:30 pm || Saturday  - 08:00 am - 04:30 pm || Sunday  - 08:00 am - 04:30 pm,Kindergartens- Day- Care- Centres- Abacus- Institutes- Taekwondo- Classes- Training- Reading,Cash- Cheques,2003
 Sprouts Montessori School,Mogappair East,"No B4, Valaiyapathi Road, J J Nagar, Mogappair East, Chennai - 600037, Near MMM Hospital",['+(91)-44-33894373'],www.sporoutsmontessori.in, Monday  - 08:00 am - 03:30 pm || Tuesday  - 08:00 am - 03:30 pm || Wednesday  - 08:00 am - 03:30 pm || Thursday  - 08:00 am - 03:30 pm || Friday  - 08:00 am - 03:30 pm || Saturday  - 08:00 am - 03:30 pm || Sunday  - Closed,Montessori- Schools- Kindergartens- Playgroups,Cash- Debit- Cards- Cheques- Credit- Card,2015
 Little Millennium,Thoraipakkam,"No 2/177, Bala Murugan Garden, Thoraipakkam, Chennai - 600097, Near ICICI Bank & Jain College","['+(91)-9487036169', '+(91)-9655558166', '9655558166']",www.littlemillennium.com, Monday  - 09:00 am - 10:00 pm || Tuesday  - 09:00 am - 10:00 pm || Wednesday  - 09:00 am - 10:00 pm || Thursday  - 09:00 am - 10:00 pm || Friday  - 09:00 am - 10:00 pm || Saturday  - 09:00 am - 10:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Summer- Camps- Nursery- Schools- Summer- Camp- Dance- Summer- Camp- Spoken- English- Summer- Camp- Music- Summer- Camp- Hand- Writing- Summer- Camp- Painting,Cash- Master- Card,2016
 Smart Kids Play School,Ambattur,"No 257 Ks Complex, 1st Main Road Banu Nagar, Ambattur, Chennai - 600053, Opposite To Annai Vollet International School",['+(91)-44-33047891'],, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Montessori- Schools- Creche- Nursery- Schools- Teacher- Training- Diploma- Course- Training- Pre- School- Skills- Creche- Hourly- more...,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- Credit- Card,2008
 Patashala,Nolambur,"No 43/1 HIG Phase 1, 7th Main Road, Nolambur, Chennai - 600037, Behind Dominos Pizza",['+(91)-44-33068269'],www.patashala.co.in, Monday  - 09:00 am - 08:00 pm || Tuesday  - 09:00 am - 08:00 pm || Wednesday  - 09:00 am - 08:00 pm || Thursday  - 09:00 am - 08:00 pm || Friday  - 09:00 am - 08:00 pm || Saturday  - 09:00 am - 08:00 pm || Sunday  - Closed,Playgroups- Yoga- Classes- Kindergartens- Tutorials- Abacus- Classes- Day- Care- Centres- Summer- Camps- Music- Classes- For- Keyboard- Handwriting- Classes- Montessori- Teacher- Training- Institutes- more...,Cash- Master- Card- Visa- Card- Debit- Cards- Money- Orders- Cheques- Diners- Club- Card- Financing- Available- American- Express- Card- Credit- Card,2012
